time,frequency_hz,dlts_v,temperature_k,dlts_pf,bs,ls,f_pulse,u1,ur,time_between_meas,integral_time,specimen_name
2022-08-04 10:52:46,2500.0,1.928,283.189,9.64e-05,1,5,10.0,-0.0,-1.0,3.5,3.0,1564ЛЕ1№1 п1
2022-08-04 10:52:50,2443.0925,1.232,283.188,6.159999999999999e-05,1,5,10.0,-0.0,-1.0,3.5,3.0,1564ЛЕ1№1 п1
2022-08-04 10:52:54,2387.4812,1.5,283.196,7.5e-05,1,5,10.0,-0.0,-1.0,3.5,3.0,1564ЛЕ1№1 п1
2022-08-04 10:52:58,2333.1355,2.733,283.197,0.00013665000000000001,1,5,10.0,-0.0,-1.0,3.5,3.0,1564ЛЕ1№1 п1
2022-08-04 10:53:02,2280.0269,3.053,283.198,0.00015265,1,5,10.0,-0.0,-1.0,3.5,3.0,1564ЛЕ1№1 п1
2022-08-04 10:53:06,2228.1272,2.628,283.198,0.0001314,1,5,10.0,-0.0,-1.0,3.5,3.0,1564ЛЕ1№1 п1
2022-08-04 10:53:10,2177.4089,2.318,283.205,0.0001159,1,5,10.0,-0.0,-1.0,3.5,3.0,1564ЛЕ1№1 п1
2022-08-04 10:53:14,2127.845,2.501,283.197,0.00012505,1,5,10.0,-0.0,-1.0,3.5,3.0,1564ЛЕ1№1 п1
2022-08-04 10:53:18,2079.4094,2.557,283.198,0.00012785,1,5,10.0,-0.0,-1.0,3.5,3.0,1564ЛЕ1№1 п1
2022-08-04 10:53:22,2032.0763,2.828,283.193,0.0001414,1,5,10.0,-0.0,-1.0,3.5,3.0,1564ЛЕ1№1 п1
2022-08-04 10:53:26,1985.8207,2.265,283.2,0.00011325,1,5,10.0,-0.0,-1.0,3.5,3.0,1564ЛЕ1№1 п1
2022-08-04 10:53:30,1940.6179,2.959,283.191,0.00014795,1,5,10.0,-0.0,-1.0,3.5,3.0,1564ЛЕ1№1 п1
2022-08-04 10:53:34,1896.4441,2.441,283.199,0.00012204999999999999,1,5,10.0,-0.0,-1.0,3.5,3.0,1564ЛЕ1№1 п1
2022-08-04 10:53:37,1853.2758,2.713,283.192,0.00013565,1,5,10.0,-0.0,-1.0,3.5,3.0,1564ЛЕ1№1 п1
2022-08-04 10:53:41,1811.0901,2.835,283.194,0.00014175,1,5,10.0,-0.0,-1.0,3.5,3.0,1564ЛЕ1№1 п1
2022-08-04 10:53:45,1769.8646,2.582,283.201,0.0001291,1,5,10.0,-0.0,-1.0,3.5,3.0,1564ЛЕ1№1 п1
2022-08-04 10:53:49,1729.5776,2.647,283.197,0.00013235,1,5,10.0,-0.0,-1.0,3.5,3.0,1564ЛЕ1№1 п1
2022-08-04 10:53:53,1690.2078,2.452,283.2,0.0001226,1,5,10.0,-0.0,-1.0,3.5,3.0,1564ЛЕ1№1 п1
2022-08-04 10:53:57,1651.7339,2.168,283.201,0.0001084,1,5,10.0,-0.0,-1.0,3.5,3.0,1564ЛЕ1№1 п1
2022-08-04 10:54:01,1614.1359,2.212,283.193,0.0001106,1,5,10.0,-0.0,-1.0,3.5,3.0,1564ЛЕ1№1 п1
2022-08-04 10:54:05,1577.3937,2.114,283.195,0.0001057,1,5,10.0,-0.0,-1.0,3.5,3.0,1564ЛЕ1№1 п1
2022-08-04 10:54:09,1541.4879,2.177,283.2,0.00010885,1,5,10.0,-0.0,-1.0,3.5,3.0,1564ЛЕ1№1 п1
2022-08-04 10:54:13,1506.3994,2.103,283.198,0.00010515000000000001,1,5,10.0,-0.0,-1.0,3.5,3.0,1564ЛЕ1№1 п1
2022-08-04 10:54:17,1472.1096,3.022,283.19,0.0001511,1,5,10.0,-0.0,-1.0,3.5,3.0,1564ЛЕ1№1 п1
2022-08-04 10:54:21,1438.6003,2.727,283.198,0.00013634999999999998,1,5,10.0,-0.0,-1.0,3.5,3.0,1564ЛЕ1№1 п1
2022-08-04 10:54:25,1405.8538,2.857,283.197,0.00014285,1,5,10.0,-0.0,-1.0,3.5,3.0,1564ЛЕ1№1 п1
2022-08-04 10:54:29,1373.8527,2.265,283.198,0.00011325,1,5,10.0,-0.0,-1.0,3.5,3.0,1564ЛЕ1№1 п1
2022-08-04 10:54:33,1342.58,1.975,283.198,9.875e-05,1,5,10.0,-0.0,-1.0,3.5,3.0,1564ЛЕ1№1 п1
2022-08-04 10:54:37,1312.0192,1.527,283.198,7.635e-05,1,5,10.0,-0.0,-1.0,3.5,3.0,1564ЛЕ1№1 п1
2022-08-04 10:54:41,1282.1541,1.768,283.19,8.840000000000001e-05,1,5,10.0,-0.0,-1.0,3.5,3.0,1564ЛЕ1№1 п1
2022-08-04 10:54:45,1252.9686,1.713,283.183,8.565000000000001e-05,1,5,10.0,-0.0,-1.0,3.5,3.0,1564ЛЕ1№1 п1
2022-08-04 10:54:49,1224.4476,1.353,283.194,6.765e-05,1,5,10.0,-0.0,-1.0,3.5,3.0,1564ЛЕ1№1 п1
2022-08-04 10:54:53,1196.5758,1.144,283.2,5.7199999999999994e-05,1,5,10.0,-0.0,-1.0,3.5,3.0,1564ЛЕ1№1 п1
2022-08-04 10:54:57,1169.3385,1.456,283.193,7.28e-05,1,5,10.0,-0.0,-1.0,3.5,3.0,1564ЛЕ1№1 п1
2022-08-04 10:55:01,1142.7211,1.893,283.202,9.465e-05,1,5,10.0,-0.0,-1.0,3.5,3.0,1564ЛЕ1№1 п1
2022-08-04 10:55:05,1116.7096,2.423,283.197,0.00012115,1,5,10.0,-0.0,-1.0,3.5,3.0,1564ЛЕ1№1 п1
2022-08-04 10:55:09,1091.2902,2.142,283.198,0.0001071,1,5,10.0,-0.0,-1.0,3.5,3.0,1564ЛЕ1№1 п1
2022-08-04 10:55:12,1066.4495,1.758,283.192,8.79e-05,1,5,10.0,-0.0,-1.0,3.5,3.0,1564ЛЕ1№1 п1
2022-08-04 10:55:16,1042.1741,1.218,283.184,6.0899999999999996e-05,1,5,10.0,-0.0,-1.0,3.5,3.0,1564ЛЕ1№1 п1
2022-08-04 10:55:20,1018.4514,0.9978,283.193,4.989e-05,1,5,10.0,-0.0,-1.0,3.5,3.0,1564ЛЕ1№1 п1
2022-08-04 10:55:24,995.2686,1.473,283.194,7.365e-05,1,5,10.0,-0.0,-1.0,3.5,3.0,1564ЛЕ1№1 п1
2022-08-04 10:55:28,972.6135,1.374,283.198,6.87e-05,1,5,10.0,-0.0,-1.0,3.5,3.0,1564ЛЕ1№1 п1
2022-08-04 10:55:32,950.4742,1.055,283.196,5.2749999999999995e-05,1,5,10.0,-0.0,-1.0,3.5,3.0,1564ЛЕ1№1 п1
2022-08-04 10:55:36,928.8387,1.254,283.196,6.27e-05,1,5,10.0,-0.0,-1.0,3.5,3.0,1564ЛЕ1№1 п1
2022-08-04 10:55:40,907.6958,1.645,283.197,8.225000000000001e-05,1,5,10.0,-0.0,-1.0,3.5,3.0,1564ЛЕ1№1 п1
2022-08-04 10:55:44,887.0342,0.5716,283.184,2.858e-05,1,5,10.0,-0.0,-1.0,3.5,3.0,1564ЛЕ1№1 п1
2022-08-04 10:55:48,866.8428,1.468,283.19,7.34e-05,1,5,10.0,-0.0,-1.0,3.5,3.0,1564ЛЕ1№1 п1
2022-08-04 10:55:52,847.1111,1.563,283.187,7.815e-05,1,5,10.0,-0.0,-1.0,3.5,3.0,1564ЛЕ1№1 п1
2022-08-04 10:55:56,827.8285,1.667,283.187,8.335e-05,1,5,10.0,-0.0,-1.0,3.5,3.0,1564ЛЕ1№1 п1
2022-08-04 10:56:00,808.9849,2.062,283.195,0.00010309999999999999,1,5,10.0,-0.0,-1.0,3.5,3.0,1564ЛЕ1№1 п1
