time,frequency_hz,dlts_v,temperature_k,dlts_pf,bs,ls,f_pulse,u1,ur,time_between_meas,integral_time,specimen_name
2022-05-04 15:14:50,2500.0,-1.5,283.119,-0.0003,1,20,20.0,-11.0,-12.0,3.5,3.0,КТ117№1 п1(база 2)
2022-05-04 15:14:54,1985.8207,-1.644,283.122,-0.00032879999999999997,1,20,20.0,-11.0,-12.0,3.5,3.0,КТ117№1 п1(база 2)
2022-05-04 15:14:58,1577.3937,-1.593,283.125,-0.0003186,1,20,20.0,-11.0,-12.0,3.5,3.0,КТ117№1 п1(база 2)
2022-05-04 15:15:02,1252.9686,-1.341,283.125,-0.0002682,1,20,20.0,-11.0,-12.0,3.5,3.0,КТ117№1 п1(база 2)
2022-05-04 15:15:06,995.2686,-1.251,283.116,-0.00025019999999999996,1,20,20.0,-11.0,-12.0,3.5,3.0,КТ117№1 п1(база 2)
2022-05-04 15:15:10,790.5701,-1.078,283.133,-0.0002156,1,20,20.0,-11.0,-12.0,3.5,3.0,КТ117№1 п1(база 2)
2022-05-04 15:15:14,627.9723,-1.211,283.109,-0.0002422,1,20,20.0,-11.0,-12.0,3.5,3.0,КТ117№1 п1(база 2)
2022-05-04 15:15:18,498.8163,-1.3,283.119,-0.00026000000000000003,1,20,20.0,-11.0,-12.0,3.5,3.0,КТ117№1 п1(база 2)
2022-05-04 15:15:22,396.2239,-1.482,283.127,-0.0002964,1,20,20.0,-11.0,-12.0,3.5,3.0,КТ117№1 п1(база 2)
2022-05-04 15:15:26,314.7319,-1.375,283.118,-0.000275,1,20,20.0,-11.0,-12.0,3.5,3.0,КТ117№1 п1(база 2)
2022-05-04 15:15:30,250.0005,-1.154,283.122,-0.00023079999999999997,1,20,20.0,-11.0,-12.0,3.5,3.0,КТ117№1 п1(база 2)
2022-05-04 15:15:33,198.5825,-1.152,283.122,-0.0002304,1,20,20.0,-11.0,-12.0,3.5,3.0,КТ117№1 п1(база 2)
2022-05-04 15:15:37,157.7397,-0.9468,283.112,-0.00018936,1,20,20.0,-11.0,-12.0,3.5,3.0,КТ117№1 п1(база 2)
2022-05-04 15:15:41,125.2971,-0.8879,283.117,-0.00017758000000000002,1,20,20.0,-11.0,-12.0,3.5,3.0,КТ117№1 п1(база 2)
2022-05-04 15:15:45,99.5271,-0.8502,283.122,-0.00017004,1,20,20.0,-11.0,-12.0,3.5,3.0,КТ117№1 п1(база 2)
2022-05-04 15:15:49,79.0571,-0.8772,283.113,-0.00017544,1,20,20.0,-11.0,-12.0,3.5,3.0,КТ117№1 п1(база 2)
2022-05-04 15:15:53,62.7973,-0.5809,283.126,-0.00011617999999999999,1,20,20.0,-11.0,-12.0,3.5,3.0,КТ117№1 п1(база 2)
2022-05-04 15:15:57,49.8817,-0.4974,283.113,-9.948e-05,1,20,20.0,-11.0,-12.0,3.5,3.0,КТ117№1 п1(база 2)
2022-05-04 15:16:01,39.6224,-0.4929,283.132,-9.858e-05,1,20,20.0,-11.0,-12.0,3.5,3.0,КТ117№1 п1(база 2)
2022-05-04 15:16:05,31.4732,-0.3448,283.127,-6.896e-05,1,20,20.0,-11.0,-12.0,3.5,3.0,КТ117№1 п1(база 2)
2022-05-04 15:16:09,25.0001,-0.2823,283.116,-5.646e-05,1,20,20.0,-11.0,-12.0,3.5,3.0,КТ117№1 п1(база 2)
2022-05-04 15:16:13,19.8582,-0.3516,283.115,-7.032e-05,1,20,20.0,-11.0,-12.0,3.5,3.0,КТ117№1 п1(база 2)
2022-05-04 15:16:17,15.774,-0.5746,283.131,-0.00011492,1,20,20.0,-11.0,-12.0,3.5,3.0,КТ117№1 п1(база 2)
2022-05-04 15:16:21,12.5297,-0.2191,283.122,-4.382e-05,1,20,20.0,-11.0,-12.0,3.5,3.0,КТ117№1 п1(база 2)
2022-05-04 15:16:25,9.9527,-0.1744,283.116,-3.488e-05,1,20,20.0,-11.0,-12.0,3.5,3.0,КТ117№1 п1(база 2)
2022-05-04 15:16:29,7.9057,-0.1791,283.127,-3.582e-05,1,20,20.0,-11.0,-12.0,3.5,3.0,КТ117№1 п1(база 2)
2022-05-04 15:16:33,6.2797,0.0894,283.112,1.7879999999999998e-05,1,20,20.0,-11.0,-12.0,3.5,3.0,КТ117№1 п1(база 2)
2022-05-04 15:16:37,4.9882,-0.099,283.119,-1.98e-05,1,20,20.0,-11.0,-12.0,3.5,3.0,КТ117№1 п1(база 2)
2022-05-04 15:16:41,3.9622,-0.0482,283.118,-9.64e-06,1,20,20.0,-11.0,-12.0,3.5,3.0,КТ117№1 п1(база 2)
2022-05-04 15:16:45,3.1473,-0.461,283.125,-9.22e-05,1,20,20.0,-11.0,-12.0,3.5,3.0,КТ117№1 п1(база 2)
2022-05-04 15:16:49,2.5,-0.3558,283.129,-7.116e-05,1,20,20.0,-11.0,-12.0,3.5,3.0,КТ117№1 п1(база 2)
2022-05-04 15:16:53,1.9858,-0.7971,283.109,-0.00015942000000000002,1,20,20.0,-11.0,-12.0,3.5,3.0,КТ117№1 п1(база 2)
2022-05-04 15:16:57,1.5774,-0.5048,283.122,-0.00010096000000000001,1,20,20.0,-11.0,-12.0,3.5,3.0,КТ117№1 п1(база 2)
2022-05-04 15:17:01,1.253,-0.7138,283.115,-0.00014276,1,20,20.0,-11.0,-12.0,3.5,3.0,КТ117№1 п1(база 2)
